#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186638.1	8200	9075	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186638.1	13112	13942	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186638.1	14073	14672	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186638.1	20163	20807	-	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186638.1	24141	24953	+	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186644.1	1	798	+	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186644.1	6140	6936	+	blaOXA-232_1	1-796/798	========/======	1/1	99.75	99.62	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	38451	38948	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	39346	40147	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	40625	41491	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	45977	46740	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	47896	48826	+	mph(A)_2	1-921/921	========/======	2/10	100.00	98.71	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	52928	53788	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	55034	55690	+	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCA_049532545.1/GCA_049532545.1_ASM4953254v1_genomic.fna	CP186645.1	66911	67570	+	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	catA1	Chloramphenicol
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186624.1	33331	34094	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186624.1	35250	36171	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186624.1	40273	41133	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186624.1	41303	42058	+	rmtB_1	1-756/756	===============	0/0	100.00	100.00	resfinder	AB103506	rmtB	Amikacin;Arbekacin;Gentamicin;Isepamicin;Kanamycin;Sisomicin;Tobramycin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186624.1	44557	45369	+	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186624.1	47671	48472	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186624.1	48870	49367	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	3909	4721	-	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	7220	7975	-	rmtB_1	1-756/756	===============	0/0	100.00	100.00	resfinder	AB103506	rmtB	Amikacin;Arbekacin;Gentamicin;Isepamicin;Kanamycin;Sisomicin;Tobramycin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	8145	9005	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	56005	56661	+	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	62620	63417	-	blaOXA-181_1	1-798/798	===============	0/0	100.00	100.00	resfinder	CM004561	blaOXA-181	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	67622	68488	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	71174	72040	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	74726	75592	+	sul1_5	1-867/867	===============	0/0	100.00	99.77	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	105068	105943	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	109469	110329	+	aac(3)-IId_1	1-861/861	===============	0/0	100.00	99.88	resfinder	EU022314	aac(3)-IId	Apramycin;Dibekacin;Gentamicin;Netilmicin;Sisomicin;Tobramycin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	116026	116892	-	blaSHV-187_1	1-867/867	===============	0/0	100.00	99.54	resfinder	LN515533	blaSHV-187	
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	126999	127541	+	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	127787	129043	+	ere(A)_5	1-1257/1257	===============	0/0	100.00	100.00	resfinder	FN396877	ere(A)	Erythromycin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	129119	129920	+	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	130088	131401	+	CmlA7_1	1-1314/1314	===============	0/0	100.00	100.00	resfinder	JQ639792	CmlA7	Chloramphenicol
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186625.1	131907	132773	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186626.1	1137790	1140942	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.89	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186626.1	1140966	1142140	-	OqxA_1	2-1176/1176	===============	0/0	99.91	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186626.1	2691309	2692169	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCA_049532555.1/GCA_049532555.1_ASM4953255v1_genomic.fna	CP186626.1	4710118	4710533	-	fosA5_1	1-416/420	===============	0/0	99.05	95.19	resfinder	EU195449	fosA5	Fosfomycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000001.1	867533	868708	+	OqxA_1	1-1176/1176	===============	0/0	100.00	99.66	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000001.1	868732	871884	+	OqxB_1	1-3153/3153	===============	0/0	100.00	98.83	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000001.1	2686599	2687018	+	fosA_6	1-420/420	===============	0/0	100.00	96.43	resfinder	ACZD01000244	fosA	Fosfomycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000001.1	4533957	4534817	-	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000001.1	5286491	5287303	+	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000001.1	5291616	5292482	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000008.1	1	486	+	ARR-3_4	58-543/543	.==============	0/0	89.50	99.79	resfinder	FM207631	ARR-3	Rifampicin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000025.1	4208	5095	-	blaSFO-1_1	1-888/888	===============	0/0	100.00	100.00	resfinder	AB003148	blaSFO-1	Amoxicillin;Ampicillin;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Ticarcillin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000027.1	866	1708	+	blaTEM-1B_1	19-861/861	===============	0/0	97.91	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000027.1	1878	2633	+	rmtB_1	1-756/756	===============	0/0	100.00	100.00	resfinder	AB103506	rmtB	Amikacin;Arbekacin;Gentamicin;Isepamicin;Kanamycin;Sisomicin;Tobramycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000027.1	3951	4730	+	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000028.1	80	1393	-	CmlA7_1	1-1314/1314	===============	0/0	100.00	100.00	resfinder	JQ639792	CmlA7	Chloramphenicol
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000028.1	1868	2692	-	blaOXA-9_1	1-825/825	===============	0/0	100.00	100.00	resfinder	KQ089875	blaOXA-9	Amoxicillin;Ampicillin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000028.1	2752	3550	-	ant(3'')-Ia_1	171-972/972	..======/======	1/3	82.20	99.25	resfinder	X02340	ant(3'')-Ia	Streptomycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000028.1	3626	4882	-	ere(A)_5	1-1257/1257	===============	0/0	100.00	99.92	resfinder	FN396877	ere(A)	Erythromycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000030.1	5080	5940	-	aac(3)-IId_1	1-861/861	===============	0/0	100.00	99.88	resfinder	EU022314	aac(3)-IId	Apramycin;Dibekacin;Gentamicin;Netilmicin;Sisomicin;Tobramycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000030.1	8039	8536	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000030.1	8934	9735	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000032.1	2242	3172	-	mph(A)_2	1-921/921	========/======	2/10	100.00	98.71	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000035.1	1384	2147	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051209835.1/GCA_051209835.1_ASM5120983v1_genomic.fna	JBLGPO010000041.1	748	1404	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051448695.1/GCA_051448695.1_ASM5144869v1_genomic.fna	JBPAHQ010000001.1	1086336	1089488	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.76	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051448695.1/GCA_051448695.1_ASM5144869v1_genomic.fna	JBPAHQ010000001.1	1089512	1090687	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051448695.1/GCA_051448695.1_ASM5144869v1_genomic.fna	JBPAHQ010000001.1	2662003	2662863	+	blaSHV-190_1	1-861/861	===============	0/0	100.00	99.88	resfinder	KP868753	blaSHV-190	
GCA_051448695.1/GCA_051448695.1_ASM5144869v1_genomic.fna	JBPAHQ010000001.1	4501667	4502086	-	fosA6_1	1-420/420	===============	0/0	100.00	98.33	resfinder	KU254579	fosA6	Fosfomycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000001.1	1439483	1439902	-	fosA6_1	1-420/420	===============	0/0	100.00	99.52	resfinder	KU254579	fosA6	Fosfomycin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000001.1	3230052	3233204	-	OqxB_1	1-3153/3153	===============	0/0	100.00	99.05	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000001.1	3233228	3234403	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000001.1	4788421	4789281	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000003.1	146544	147200	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000003.1	151841	152716	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000003.1	155538	156398	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000003.1	157119	157955	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000003.1	157955	158758	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000003.1	158819	159634	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000003.1	164174	164656	-	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000004.1	2314	3189	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000004.1	6011	6871	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000004.1	7592	8428	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000004.1	8428	9231	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000004.1	9292	10107	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
GCA_051450045.1/GCA_051450045.1_ASM5145004v1_genomic.fna	JBPAHP010000004.1	14647	15129	-	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000001.1	714720	715139	+	fosA_3	1-420/420	===============	0/0	100.00	99.76	resfinder	ACWO01000079	fosA	Fosfomycin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000001.1	2627163	2628023	-	blaSHV-158_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX121125	blaSHV-158	
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000001.1	4292506	4293681	+	OqxA_1	1-1176/1176	===============	0/0	100.00	99.49	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000001.1	4293705	4296857	+	OqxB_1	1-3153/3153	===============	0/0	100.00	98.54	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000002.1	95878	96690	-	blaNDM-1_1	1-813/813	===============	0/0	100.00	100.00	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ceftazidime+Avibactam;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000002.1	100316	100960	-	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000002.1	113669	114448	-	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000002.1	117468	118010	-	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000002.1	138580	139455	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	1175	2096	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	6198	7058	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	7228	7983	+	rmtB_1	1-756/756	===============	0/0	100.00	100.00	resfinder	AB103506	rmtB	Amikacin;Arbekacin;Gentamicin;Isepamicin;Kanamycin;Sisomicin;Tobramycin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	10253	11016	+	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	71154	71651	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	72049	72850	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	73328	74194	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
